StationID	WaterbodyName	Location	Latitude	Longitude	SampleID	CollDate	Activity Category	Index.Name	Index.Region	FinalID	LifeStage	NonUnique	NonTarget	Count	Count_Original	OTU0	OTU1	OTU2	Phylum	SubPhylum	Class	SubClass	Order	SubOrder	Family	SubFamily	Tribe	Genus	SubGenus	Species	Variety	Rank	FFG	Habit	TolVal	Voltinism	BCG_Atr	TV_Urb	Invasive
ANTI-101-S-2016					ANTI-101-S-2016	2016-03-23		MSW.1999.Bugs	HIGHLAND	ANTOCHA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Tipulidae			Antocha				Genus	col	cn	8		X	8	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	PHYSA	X	No	0	1	1				Mollusca		Gastropoda		Basommatophora		Physidae			Physa				Genus	scr	cb	7		X	7	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	SIPHLONURUS	X	No	0	1	1				Arthropoda		Insecta		Ephemeroptera		Siphlonuridae			Siphlonurus				Genus	col	"sw, cb"	7		X	7	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	DIPLECTRONA	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Diplectrona				Genus	fil	cn	2.7		X	2.7	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	HYDROPSYCHE	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Hydropsyche				Genus	fil	cn	7.5		X	7.5	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHIMARRA	X	No	0	10	10				Arthropoda		Insecta		Trichoptera		Philopotamidae			Chimarra				Genus	fil	cn	4.4		X	4.4	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	STENELMIS	X	No	0	11	11				Arthropoda		Insecta		Coleoptera		Elmidae			Stenelmis				Genus	scr	cn	7.1		X	7.1	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHIRONOMUS	X	No	0	14	14				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Chironomus				Genus	col	bu	4.6		X	4.6	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	POLYPEDILUM	X	No	0	10	10				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Polypedilum				Genus	shr	"cb, cn"	6.3		X	6.3	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	MICROPSECTRA	X	No	0	5	5				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Micropsectra				Genus	col	"cb, sp"	2.1		X	2.1	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	TANYTARSUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Tanytarsus				Genus	fil	"cb, cn"	4.9		X	4.9	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	ORTHOCLADIINAE	X	Yes	0	3	3				Arthropoda		Insecta		Diptera		Chironomidae			Orthocladiinae				Genus	col		7.6		X	7.6	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	BRILLIA	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Brillia				Genus	shr	"bu, sp"	7.4		X	7.4	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHAETOCLADIUS	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Chaetocladius				Genus	col	sp	7		X	7	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	EUKIEFFERIELLA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Eukiefferiella				Genus	col	sp	6.1		X	6.1	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	HYDROBAENUS	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Hydrobaenus				Genus	scr	sp	7.2		X	7.2	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	ORTHOCLADIUS	X	No	0	37	37				Arthropoda		Insecta		Diptera		Chironomidae			Orthocladius				Genus	col	"sp, bu"	9.2		X	9.2	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	RHEOCRICOTOPUS	X	No	0	5	5				Arthropoda		Insecta		Diptera		Chironomidae			Rheocricotopus				Genus	col	sp	6.2		X	6.2	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	TANYPODINAE	X	Yes	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Tanypodinae				Genus	pre		7.5		X	7.5	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	ABLABESMYIA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Pentaneurini	Ablabesmyia				Genus	pre	sp	8.1		X	8.1	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	THIENEMANNIMYIA GROUP	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Thienemannimyia group				Genus	pre	sp	8.2		X	8.2	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	ZAVRELIMYIA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Pentaneurini	Zavrelimyia				Genus	pre	sp	5.3		X	5.3	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	DIAMESINAE	X	Yes	0	4	4				Arthropoda		Insecta		Diptera		Chironomidae		Diamesini					Tribe	col		7.1		X	7.1	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	DIAMESA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Diamesini	Diamesa				Genus	col	sp	8.5		X	8.5	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	SIMULIUM	X	No	0	3	3				Arthropoda		Insecta		Diptera		Simuliidae		Simuliini	Simulium				Genus	fil	cn	5.7		X	5.7	0
ATKI-003-X-2016					ATKI-003-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	TIPULA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Tipulidae			Tipula				Genus	shr	bu	6.7		X	6.7	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	LUMBRICULIDAE	X	No	0	1	1				Annelida		Oligochaeta		Lumbriculida		Lumbriculidae							Family	col	bu	6.6		X	6.6	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	ACENTRELLA	X	No	0	7	7				Arthropoda		Insecta		Ephemeroptera		Baetidae			Acentrella				Genus	col	"sw, cn"	4.9		X	4.9	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	AMPHINEMURA	X	No	0	3	3				Arthropoda		Insecta		Plecoptera		Nemouridae			Amphinemura				Genus	shr	"sp, cn"	3		X	3	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	HYDROPSYCHIDAE	X	Yes	0	3	3				Arthropoda		Insecta		Trichoptera		Hydropsychidae							Family	fil	cn	5.7		X	5.7	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHEUMATOPSYCHE	X	No	0	8	8				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Cheumatopsyche				Genus	fil	cn	6.5		X	6.5	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	DIPLECTRONA	X	No	0	2	2				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Diplectrona				Genus	fil	cn	2.7		X	2.7	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	HYDROPSYCHE	X	No	0	16	16				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Hydropsyche				Genus	fil	cn	7.5		X	7.5	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHIMARRA	X	No	0	2	2				Arthropoda		Insecta		Trichoptera		Philopotamidae			Chimarra				Genus	fil	cn	4.4		X	4.4	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	OULIMNIUS	X	No	0	9	9				Arthropoda		Insecta		Coleoptera		Elmidae			Oulimnius				Genus	scr	cn	2.7		X	2.7	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHIRONOMINI	X	Yes	0	5	5				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Chironomini				Genus			5.9		X	5.9	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHIRONOMUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Chironomus				Genus	col	bu	4.6		X	4.6	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	POLYPEDILUM	X	No	0	20	20				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Polypedilum				Genus	shr	"cb, cn"	6.3		X	6.3	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	TANYTARSUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Tanytarsus				Genus	fil	"cb, cn"	4.9		X	4.9	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	BRILLIA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Brillia				Genus	shr	"bu, sp"	7.4		X	7.4	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHAETOCLADIUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Chaetocladius				Genus	col	sp	7		X	7	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	ORTHOCLADIUS	X	No	0	20	20				Arthropoda		Insecta		Diptera		Chironomidae			Orthocladius				Genus	col	"sp, bu"	9.2		X	9.2	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	TVETENIA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Tvetenia				Genus	col	sp	5.1		X	5.1	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	THIENEMANNIMYIA GROUP	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Thienemannimyia group				Genus	pre	sp	8.2		X	8.2	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	DIAMESINAE	X	Yes	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Diamesini					Tribe	col		7.1		X	7.1	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	DIAMESA	X	No	0	5	5				Arthropoda		Insecta		Diptera		Chironomidae		Diamesini	Diamesa				Genus	col	sp	8.5		X	8.5	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	PROSIMULIUM	X	No	0	1	1				Arthropoda		Insecta		Diptera		Simuliidae		Prosimuliini	Prosimulium				Genus	fil	cn	2.4		X	2.4	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	SIMULIUM	X	No	0	5	5				Arthropoda		Insecta		Diptera		Simuliidae		Simuliini	Simulium				Genus	fil	cn	5.7		X	5.7	0
ATKI-101-X-2016					ATKI-101-X-2016	2016-04-05		MSW.1999.Bugs	EPIEDMONT	ANTOCHA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Tipulidae			Antocha				Genus	col	cn	8		X	8	0
ATKI-102-X-2016  					ATKI-102-X-2016  	2016-04-05		MSW.1999.Bugs	EPIEDMONT	NAIDIDAE	X	No	0	7	7				Annelida		Oligochaeta		Haplotaxida		Naididae							Family	col	bu	8.5		X	8.5	0
ATKI-102-X-2016  					ATKI-102-X-2016  	2016-04-05		MSW.1999.Bugs	EPIEDMONT	STENELMIS	X	No	0	1	1				Arthropoda		Insecta		Coleoptera		Elmidae			Stenelmis				Genus	scr	cn	7.1		X	7.1	0
ATKI-102-X-2016  					ATKI-102-X-2016  	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHIRONOMUS	X	No	0	27	27				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Chironomus				Genus	col	bu	4.6		X	4.6	0
ATKI-102-X-2016  					ATKI-102-X-2016  	2016-04-05		MSW.1999.Bugs	EPIEDMONT	MICROPSECTRA	X	No	0	5	5				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Micropsectra				Genus	col	"cb, sp"	2.1		X	2.1	0
ATKI-102-X-2016  					ATKI-102-X-2016  	2016-04-05		MSW.1999.Bugs	EPIEDMONT	TANYTARSUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Tanytarsus				Genus	fil	"cb, cn"	4.9		X	4.9	0
ATKI-102-X-2016  					ATKI-102-X-2016  	2016-04-05		MSW.1999.Bugs	EPIEDMONT	ORTHOCLADIINAE	X	Yes	0	9	9				Arthropoda		Insecta		Diptera		Chironomidae			Orthocladiinae				Genus	col		7.6		X	7.6	0
ATKI-102-X-2016  					ATKI-102-X-2016  	2016-04-05		MSW.1999.Bugs	EPIEDMONT	CHAETOCLADIUS	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Chaetocladius				Genus	col	sp	7		X	7	0
