"Index.Name"	"SITE"	"DATE"	"TAXON"	"N_TAXA"	"N_GRIDS"	"EXCLUDE"	"strata_r"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Other_Taxa"	"Tribe"	"FFG"	"FAM_TV"	"Habit"	"FinalTolVal07"	"FinalTolVal08"
"MBSS.2005.Bugs"	"ABPG-204-R-2016"	2016-03-21	"ORTHOCLADIUS"	3	7	FALSE	"COASTAL"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladius"	"Orthocladiinae"	""	"Collector"	7	"sp, bu"	9.2	9.2
"MBSS.2005.Bugs"	"ABPG-204-R-2016"	2016-03-21	"TANYPODINAE"	1	7	TRUE	"COASTAL"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Tanypodinae"	""	"Predator"	7	""	7.5	7.5
"MBSS.2005.Bugs"	"ABPG-204-R-2016"	2016-03-21	"CLINOTANYPUS"	1	7	FALSE	"COASTAL"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Clinotanypus"	"Tanypodinae"	"Coelotanypodini"	"Predator"	7	"bu"	6.6	6.6
"MBSS.2005.Bugs"	"ABPG-204-R-2016"	2016-03-21	"PARAMERINA"	1	7	FALSE	"COASTAL"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Paramerina"	"Tanypodinae"	"Pentaneurini"	"Predator"	7	"sp"	6.6	6.6
"MBSS.2005.Bugs"	"ABPG-204-R-2016"	2016-03-21	"PROCLADIUS"	2	7	FALSE	"COASTAL"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Procladius"	"Tanypodinae"	"Procladiini"	"Predator"	7	"sp"	1.2	1.2
"MBSS.2005.Bugs"	"ABPG-204-R-2016"	2016-03-21	"TANYPUS"	2	7	FALSE	"COASTAL"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypus"	"Tanypodinae"	"Tanypodini"	"Predator"	7	""	6.6	6.6
"MBSS.2005.Bugs"	"ABPG-204-R-2016"	2016-03-21	"THIENEMANNIMYIA GROUP"	2	7	FALSE	"COASTAL"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Thienemannimyia group"	"Orthocladiinae"	""	"Predator"	7	"sp"	8.2	8.2
"MBSS.2005.Bugs"	"ABPG-204-R-2016"	2016-03-21	"TABANUS"	1	7	FALSE	"COASTAL"	"Arthropoda"	"Insecta"	"Diptera"	"Tabanidae"	"Tabanus"	""	""	"Predator"	6	"sp, bu"	2.8	2.8
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"AMELETUS"	2	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ameletidae"	"Ameletus"	""	""	"Collector"	NA	"sw, cb"	2.6	2.6
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"LEPTOPHLEBIIDAE"	2	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Leptophlebiidae"	""	""	""	"Collector"	3	"sw, cn"	1.7	1.7
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"EPHEMERELLA"	7	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ephemerellidae"	"Ephemerella"	""	""	"Collector"	2	"cn, sw"	2.3	2.3
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"EPEORUS"	26	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Heptageniidae"	"Epeorus"	""	""	"Scraper"	3	"cn"	1.7	1.7
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"BAETIS"	11	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	"Baetis"	""	""	"Collector"	5	"sw, cb, cn"	3.9	3.9
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"HETEROCLOEON"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	"Heterocloeon"	"na"	"na"	"Scraper"	5	"sw, cn"	5	5
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"SWELTSA"	2	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Plecoptera"	"Chloroperlidae"	"Sweltsa"	""	""	"Predator"	1	"cn"	1.9	1.9
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"LEUCTRA"	6	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Plecoptera"	"Leuctridae"	"Leuctra"	""	""	"Shredder"	NA	"cn"	0.4	0.4
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"AMPHINEMURA"	25	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"Amphinemura"	""	""	"Shredder"	2	"sp, cn"	3	3
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"ACRONEURIA"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Plecoptera"	"Perlidae"	"Acroneuria"	"Acroneuriini"	"Acroneuriini"	"Predator"	2	"cn"	2.5	2.5
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"ISOPERLA"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Plecoptera"	"Perlodidae"	"Isoperla"	""	""	"Predator"	2	"cn, sp"	2.4	2.4
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"CHEUMATOPSYCHE"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Cheumatopsyche"	""	""	"Filterer"	5	"cn"	6.5	6.5
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"DIPLECTRONA"	6	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Diplectrona"	""	""	"Filterer"	5	"cn"	2.7	2.7
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"HYDROPSYCHE"	2	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	""	""	"Filterer"	5	"cn"	7.5	7.5
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"NEOPHYLAX"	3	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Trichoptera"	"Uenoidae"	"Neophylax"	""	""	"Scraper"	3	"cn"	2.7	2.7
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"WORMALDIA"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	"Wormaldia"	""	""	"Filterer"	3	"cn"	1.8	1.8
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"MICROTENDIPES"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Microtendipes"	"Chironominae"	"Chironomini"	"Filterer"	7	"cn"	4.9	4.9
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"POLYPEDILUM"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Polypedilum"	"Chironominae"	"Chironomini"	"Shredder"	7	"cb, cn"	6.3	6.3
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"MICROPSECTRA"	2	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Micropsectra"	"Chironominae"	"Tanytarsini"	"Collector"	7	"cb, sp"	2.1	2.1
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"ORTHOCLADIINAE"	2	4	TRUE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	""	"Collector"	7	""	7.6	7.6
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"BRILLIA"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Brillia"	"Orthocladiinae"	""	"Shredder"	7	"bu, sp"	7.4	7.4
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"EUKIEFFERIELLA"	4	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Eukiefferiella"	"Orthocladiinae"	""	"Collector"	7	"sp"	6.1	6.1
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"DIAMESA"	3	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Diamesa"	"Diamesinae"	"Diamesini"	"Collector"	7	"sp"	8.5	8.5
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"SYMPOTTHASTIA"	2	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Sympotthastia"	"Diamesinae"	"Diamesini"	"Collector"	7	"sp"	8.2	8.2
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"PROSIMULIUM"	14	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	"Prosimulium"	"Prosimuliini"	"Prosimuliini"	"Filterer"	7	"cn"	2.4	2.4
"MBSS.2005.Bugs"	"ANTI-101-S-2016"	2016-03-23	"ANTOCHA"	1	4	FALSE	"HIGHLAND"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"Antocha"	""	""	"Collector"	4	"cn"	8	8
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"PHYSA"	1	73	FALSE	"EPIEDMONT"	"Mollusca"	"Gastropoda"	"Basommatophora"	"Physidae"	"Physa"	"Mollusca"	""	"Scraper"	8	"cb"	7	7
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"SIPHLONURUS"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Siphlonuridae"	"Siphlonurus"	""	""	"Collector"	7	"sw, cb"	7	7
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"DIPLECTRONA"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Diplectrona"	""	""	"Filterer"	5	"cn"	2.7	2.7
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"HYDROPSYCHE"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	""	""	"Filterer"	5	"cn"	7.5	7.5
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"CHIMARRA"	10	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	"Chimarra"	""	""	"Filterer"	3	"cn"	4.4	4.4
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"STENELMIS"	11	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	"Stenelmis"	""	""	"Scraper"	5	"cn"	7.1	7.1
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"CHIRONOMUS"	14	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironomus"	"Chironominae"	"Chironomini"	"Collector"	7	"bu"	4.6	4.6
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"POLYPEDILUM"	10	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Polypedilum"	"Chironominae"	"Chironomini"	"Shredder"	7	"cb, cn"	6.3	6.3
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"MICROPSECTRA"	5	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Micropsectra"	"Chironominae"	"Tanytarsini"	"Collector"	7	"cb, sp"	2.1	2.1
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"TANYTARSUS"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanytarsus"	"Chironominae"	"Tanytarsini"	"Filterer"	7	"cb, cn"	4.9	4.9
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"ORTHOCLADIINAE"	3	73	TRUE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	""	"Collector"	7	""	7.6	7.6
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"BRILLIA"	2	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Brillia"	"Orthocladiinae"	""	"Shredder"	7	"bu, sp"	7.4	7.4
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"CHAETOCLADIUS"	2	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chaetocladius"	"Orthocladiinae"	""	"Collector"	7	"sp"	7	7
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"EUKIEFFERIELLA"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Eukiefferiella"	"Orthocladiinae"	""	"Collector"	7	"sp"	6.1	6.1
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"HYDROBAENUS"	2	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Hydrobaenus"	"Orthocladiinae"	""	"Scraper"	7	"sp"	7.2	7.2
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"ORTHOCLADIUS"	37	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladius"	"Orthocladiinae"	""	"Collector"	7	"sp, bu"	9.2	9.2
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"RHEOCRICOTOPUS"	5	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Rheocricotopus"	"Orthocladiinae"	""	"Collector"	7	"sp"	6.2	6.2
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"TANYPODINAE"	1	73	TRUE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Tanypodinae"	""	"Predator"	7	""	7.5	7.5
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"ABLABESMYIA"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Ablabesmyia"	"Tanypodinae"	"Pentaneurini"	"Predator"	7	"sp"	8.1	8.1
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"THIENEMANNIMYIA GROUP"	2	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Thienemannimyia group"	"Orthocladiinae"	""	"Predator"	7	"sp"	8.2	8.2
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"ZAVRELIMYIA"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Zavrelimyia"	"Tanypodinae"	"Pentaneurini"	"Predator"	7	"sp"	5.3	5.3
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"DIAMESINAE"	4	73	TRUE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	""	"Diamesinae"	"Diamesini"	"Collector"	7	""	7.1	7.1
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"DIAMESA"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Diamesa"	"Diamesinae"	"Diamesini"	"Collector"	7	"sp"	8.5	8.5
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"SIMULIUM"	3	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	"Simulium"	"Simuliini"	"Simuliini"	"Filterer"	7	"cn"	5.7	5.7
"MBSS.2005.Bugs"	"ATKI-003-X-2016"	2016-04-05	"TIPULA"	1	73	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"Tipula"	""	""	"Shredder"	4	"bu"	6.7	6.7
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"LUMBRICULIDAE"	1	8	FALSE	"EPIEDMONT"	"Annelida"	"Oligochaeta"	"Lumbriculida"	"Lumbriculidae"	""	""	""	"Collector"	10	"bu"	6.6	6.6
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"ACENTRELLA"	7	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	"Acentrella"	""	""	"Collector"	5	"sw, cn"	4.9	4.9
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"AMPHINEMURA"	3	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Plecoptera"	"Nemouridae"	"Amphinemura"	""	""	"Shredder"	2	"sp, cn"	3	3
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"HYDROPSYCHIDAE"	3	8	TRUE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	""	""	""	"Filterer"	5	"cn"	5.7	5.7
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"CHEUMATOPSYCHE"	8	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Cheumatopsyche"	""	""	"Filterer"	5	"cn"	6.5	6.5
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"DIPLECTRONA"	2	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Diplectrona"	""	""	"Filterer"	5	"cn"	2.7	2.7
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"HYDROPSYCHE"	16	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	""	""	"Filterer"	5	"cn"	7.5	7.5
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"CHIMARRA"	2	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	"Chimarra"	""	""	"Filterer"	3	"cn"	4.4	4.4
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"OULIMNIUS"	9	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	"Oulimnius"	""	""	"Scraper"	5	"cn"	2.7	2.7
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"CHIRONOMINI"	5	8	TRUE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironomini"	"Chironominae"	"Chironomini"	""	7	""	5.9	5.9
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"CHIRONOMUS"	1	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chironomus"	"Chironominae"	"Chironomini"	"Collector"	7	"bu"	4.6	4.6
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"POLYPEDILUM"	20	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Polypedilum"	"Chironominae"	"Chironomini"	"Shredder"	7	"cb, cn"	6.3	6.3
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"TANYTARSUS"	1	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanytarsus"	"Chironominae"	"Tanytarsini"	"Filterer"	7	"cb, cn"	4.9	4.9
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"BRILLIA"	1	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Brillia"	"Orthocladiinae"	""	"Shredder"	7	"bu, sp"	7.4	7.4
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"CHAETOCLADIUS"	1	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chaetocladius"	"Orthocladiinae"	""	"Collector"	7	"sp"	7	7
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"ORTHOCLADIUS"	20	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladius"	"Orthocladiinae"	""	"Collector"	7	"sp, bu"	9.2	9.2
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"TVETENIA"	1	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tvetenia"	"Orthocladiinae"	""	"Collector"	7	"sp"	5.1	5.1
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"THIENEMANNIMYIA GROUP"	2	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Thienemannimyia group"	"Orthocladiinae"	""	"Predator"	7	"sp"	8.2	8.2
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"DIAMESINAE"	1	8	TRUE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	""	"Diamesinae"	"Diamesini"	"Collector"	7	""	7.1	7.1
"MBSS.2005.Bugs"	"ATKI-101-X-2016"	2016-04-05	"DIAMESA"	5	8	FALSE	"EPIEDMONT"	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Diamesa"	"Diamesinae"	"Diamesini"	"Collector"	7	"sp"	8.5	8.5
